filename,width,height,class,xmin,ymin,xmax,ymax
DL13SK9886_471_1092.jpg,108,86,6,60,49,74,67
DL13SM7157_666_287.jpg,98,84,D,22,32,31,48
DL13SM7157_666_287.jpg,98,84,L,30,31,41,46
DL13SM7157_666_287.jpg,98,84,1,44,29,54,46
DL13SM7157_666_287.jpg,98,84,3,51,28,61,46
DL13SM7157_666_287.jpg,98,84,S,63,26,74,44
DL13SM7157_666_287.jpg,98,84,M,23,53,37,71
DL13SM7157_666_287.jpg,98,84,7,41,51,52,68
DL13SM7157_666_287.jpg,98,84,1,51,51,60,66
DL13SM7157_666_287.jpg,98,84,5,58,49,67,65
DL13SM7157_666_287.jpg,98,84,7,67,49,75,65
DL13SN3740_188_844.jpg,160,110,D,50,33,67,63
DL13SN3740_188_844.jpg,160,110,L,65,32,82,61
DL13SN3740_188_844.jpg,160,110,1,82,31,95,59
DL13SN3740_188_844.jpg,160,110,3,94,30,112,58
DL13SN3740_188_844.jpg,160,110,S,45,64,59,92
DL13SN3740_188_844.jpg,160,110,N,58,63,75,88
DL13SN3740_188_844.jpg,160,110,3,71,62,88,88
DL13SN3740_188_844.jpg,160,110,7,85,58,100,87
DL13SN3740_188_844.jpg,160,110,4,101,57,118,86
DL13SN3740_188_844.jpg,160,110,0,116,54,133,84
DL14SC8429_609_235.jpg,160,98,D,30,66,42,83
DL14SC8429_609_235.jpg,160,98,L,40,61,54,77
DL14SC8429_609_235.jpg,160,98,1,53,57,65,70
DL14SC8429_609_235.jpg,160,98,4,63,50,75,65
DL14SC8429_609_235.jpg,160,98,S,73,47,85,60
DL14SC8429_609_235.jpg,160,98,C,82,41,93,57
DL14SC8429_609_235.jpg,160,98,8,94,37,104,52
DL14SC8429_609_235.jpg,160,98,4,103,33,115,46
DL14SC8429_609_235.jpg,160,98,2,111,31,121,44
DL14SC8429_609_235.jpg,160,98,9,119,26,129,39
DL14SD8002_487_131.jpg,148,104,D,41,35,58,61
DL14SD8002_487_131.jpg,148,104,L,58,38,72,60
DL14SD8002_487_131.jpg,148,104,1,77,35,89,60
DL14SD8002_487_131.jpg,148,104,4,89,34,108,56
DL14SD8002_487_131.jpg,148,104,S,23,62,41,87
DL14SD8002_487_131.jpg,148,104,D,40,62,56,86
DL14SD8002_487_131.jpg,148,104,8,58,60,71,85
DL14SD8002_487_131.jpg,148,104,0,70,59,89,84
DL14SD8002_487_131.jpg,148,104,0,90,60,104,81
DL14SD8002_487_131.jpg,148,104,2,105,57,120,82
DL14SE1763_949_544.jpg,156,110,D,42,21,57,51
DL14SE1763_949_544.jpg,156,110,1,56,23,73,52
DL14SE1763_949_544.jpg,156,110,1,74,22,87,52
DL14SE1763_949_544.jpg,156,110,4,89,25,106,53
DL14SE1763_949_544.jpg,156,110,S,32,50,48,77
DL14SE1763_949_544.jpg,156,110,E,45,50,63,78
DL14SE1763_949_544.jpg,156,110,1,62,53,74,80
DL14SE1763_949_544.jpg,156,110,7,75,53,90,80
DL14SE1763_949_544.jpg,156,110,6,90,53,108,81
DL14SE1763_949_544.jpg,156,110,3,108,57,125,84
DL1LAA6951_523_161.jpg,100,42,D,18,13,25,30
DL1LAA6951_523_161.jpg,100,42,L,25,13,35,30
DL1LAA6951_523_161.jpg,100,42,1,35,12,43,30
DL1LAA6951_523_161.jpg,100,42,L,42,12,52,30
DL1LAA6951_523_161.jpg,100,42,A,52,14,60,29
DL1LAA6951_523_161.jpg,100,42,A,60,12,69,29
DL1LAA6951_523_161.jpg,100,42,6,68,13,77,29
DL1LAA6951_523_161.jpg,100,42,9,76,13,85,29
DL1LAA6951_523_161.jpg,100,42,5,84,11,95,29
DL1LAA6951_523_161.jpg,100,42,1,96,11,100,29
DL1LR5549_493_136.jpg,100,46,D,22,17,29,36
DL1LR5549_493_136.jpg,100,46,L,28,20,37,34
DL1LR5549_493_136.jpg,100,46,1,39,19,45,36
DL1LR5549_493_136.jpg,100,46,R,54,19,65,35
DL1LR5549_493_136.jpg,100,46,L,45,19,53,34
DL1LR5549_493_136.jpg,100,46,5,65,18,72,34
DL1LR5549_493_136.jpg,100,46,5,72,18,82,34
DL1LR5549_493_136.jpg,100,46,4,81,19,89,34
DL1LR5549_493_136.jpg,100,46,9,88,19,96,34
DL1LX9397_519_157.jpg,104,52,D,21,21,31,38
DL1LX9397_519_157.jpg,104,52,L,30,21,39,38
DL1LX9397_519_157.jpg,104,52,1,37,20,45,39
DL1LX9397_519_157.jpg,104,52,L,43,21,53,37
DL1LX9397_519_157.jpg,104,52,X,54,20,65,38
DL1LX9397_519_157.jpg,104,52,9,66,20,75,38
DL1LX9397_519_157.jpg,104,52,3,74,20,82,37
DL1LX9397_519_157.jpg,104,52,9,81,21,88,39
DL1LX9397_519_157.jpg,104,52,7,87,21,93,39
DL1RTA2502_578_209.jpg,450,160,D,50,37,91,105
DL1RTA2502_578_209.jpg,450,160,L,90,46,124,117
DL1RTA2502_578_209.jpg,450,160,1,134,51,168,121
DL1RTA2502_578_209.jpg,450,160,R,167,58,212,133
DL1RTA2502_578_209.jpg,450,160,T,215,65,247,133
DL1RTA2502_578_209.jpg,450,160,A,247,78,281,140
DL1RTA2502_578_209.jpg,450,160,2,283,83,324,143
DL1RTA2502_578_209.jpg,450,160,5,322,87,359,152
DL1RTA2502_578_209.jpg,450,160,0,356,96,399,151
DL1RTA2502_578_209.jpg,450,160,2,388,101,444,157
DL1SAB8121_630_254.jpg,174,74,D,38,26,53,51
DL1SAB8121_630_254.jpg,174,74,L,53,29,65,52
DL1SAB8121_630_254.jpg,174,74,1,73,31,83,52
DL1SAB8121_630_254.jpg,174,74,S,84,32,94,54
DL1SAB8121_630_254.jpg,174,74,A,98,35,112,56
DL1SAB8121_630_254.jpg,174,74,B,112,34,125,58
DL1SAB8121_630_254.jpg,174,74,B,129,38,139,60
DL1SAB8121_630_254.jpg,174,74,1,144,39,150,62
DL1SAB8121_630_254.jpg,174,74,2,152,41,163,62
DL1SAB8121_630_254.jpg,174,74,1,165,41,174,64
DL1SU2064_1024_608.jpg,144,90,D,55,31,69,56
DL1SU2064_1024_608.jpg,144,90,L,67,28,82,53
DL1SU2064_1024_608.jpg,144,90,1,79,26,89,53
DL1SU2064_1024_608.jpg,144,90,S,87,26,101,51
DL1SU2064_1024_608.jpg,144,90,U,48,61,67,87
DL1SU2064_1024_608.jpg,144,90,2,69,58,82,85
DL1SU2064_1024_608.jpg,144,90,0,80,56,93,84
DL1SU2064_1024_608.jpg,144,90,6,92,56,107,83
DL1SU2064_1024_608.jpg,144,90,4,104,52,118,84
DL1SU2064_1025_609.jpg,150,98,D,61,45,78,67
DL1SU2064_1025_609.jpg,150,98,L,77,42,89,63
DL1SU2064_1025_609.jpg,150,98,1,88,38,98,60
DL1SU2064_1025_609.jpg,150,98,S,96,36,108,58
DL1SU2064_1025_609.jpg,150,98,U,54,70,76,92
DL1SU2064_1025_609.jpg,150,98,2,78,66,90,87
DL1SU2064_1025_609.jpg,150,98,0,90,62,101,84
DL1SU2064_1025_609.jpg,150,98,6,100,60,113,82
DL1SU2064_1025_609.jpg,150,98,4,112,58,127,80
DL2S08084_632_256.jpg,108,98,D,32,15,41,40
DL2S08084_632_256.jpg,108,98,L,41,24,50,48
DL2S08084_632_256.jpg,108,98,2,50,31,63,59
DL2S08084_632_256.jpg,108,98,S,61,39,72,66
DL2S08084_632_256.jpg,108,98,0,24,37,34,63
DL2S08084_632_256.jpg,108,98,8,32,44,43,71
DL2S08084_632_256.jpg,108,98,0,43,53,52,79
DL2S08084_632_256.jpg,108,98,8,51,62,63,87
DL2S08084_632_256.jpg,108,98,4,62,69,73,97
DL2SP4185_843_450.jpg,162,96,D,41,20,59,50
DL2SP4185_843_450.jpg,162,96,L,60,18,76,48
DL2SP4185_843_450.jpg,162,96,2,75,17,92,47
DL2SP4185_843_450.jpg,162,96,S,90,16,110,47
DL2SP4185_843_450.jpg,162,96,P,43,50,64,85
DL2SP4185_843_450.jpg,162,96,4,62,53,82,81
DL2SP4185_843_450.jpg,162,96,1,79,50,94,81
DL2SP4185_843_450.jpg,162,96,8,92,50,113,81
DL2SP4185_843_450.jpg,162,96,5,111,48,129,81
DL2SQ8047_219_871.jpg,146,92,D,51,31,64,52
DL2SQ8047_219_871.jpg,146,92,L,63,28,74,53
DL2SQ8047_219_871.jpg,146,92,2,75,27,89,53
DL2SQ8047_219_871.jpg,146,92,S,88,32,101,52
DL2SQ8047_219_871.jpg,146,92,Q,45,53,63,75
DL2SQ8047_219_871.jpg,146,92,8,61,52,73,74
DL2SQ8047_219_871.jpg,146,92,0,74,53,86,75
DL2SQ8047_219_871.jpg,146,92,4,87,55,100,76
DL2SQ8047_219_871.jpg,146,92,7,98,53,111,79
DL39DA6960_361_14.jpg,68,72,D,20,21,28,37
DL39DA6960_361_14.jpg,68,72,L,27,25,32,38
DL39DA6960_361_14.jpg,68,72,3,32,25,39,42
DL39DA6960_361_14.jpg,68,72,9,39,27,45,44
DL39DA6960_361_14.jpg,68,72,D,15,38,22,53
DL39DA6960_361_14.jpg,68,72,A,21,40,28,56
DL39DA6960_361_14.jpg,68,72,6,29,43,34,57
DL39DA6960_361_14.jpg,68,72,9,34,44,40,62
DL39DA6960_361_14.jpg,68,72,6,39,46,45,63
DL39DA6960_361_14.jpg,68,72,0,45,50,52,65
DL3SCX6467_889_492.jpg,156,116,D,42,30,59,62
DL3SCX6467_889_492.jpg,156,116,L,55,30,72,60
DL3SCX6467_889_492.jpg,156,116,3,73,30,90,61
DL3SCX6467_889_492.jpg,156,116,S,87,31,106,59
DL3SCX6467_889_492.jpg,156,116,C,36,63,51,92
DL3SCX6467_889_492.jpg,156,116,X,47,61,66,92
DL3SCX6467_889_492.jpg,156,116,6,75,61,90,93
DL3SCX6467_889_492.jpg,156,116,4,86,65,104,93
DL3SCX6467_889_492.jpg,156,116,6,98,64,115,92
DL3SCX6467_889_492.jpg,156,116,7,111,65,126,92
DL3SEM1381_452_1074.jpg,108,96,D,26,37,36,56
DL3SEM1381_452_1074.jpg,108,96,L,36,36,48,54
DL3SEM1381_452_1074.jpg,108,96,3,48,32,58,52
DL3SEM1381_452_1074.jpg,108,96,S,60,32,70,49
DL3SEM1381_452_1074.jpg,108,96,E,70,29,83,47
DL3SEM1381_452_1074.jpg,108,96,M,27,57,41,77
DL3SEM1381_452_1074.jpg,108,96,1,40,52,50,73
DL3SEM1381_452_1074.jpg,108,96,3,48,54,64,74
DL3SEM1381_452_1074.jpg,108,96,8,62,51,72,70
DL3SEM1381_452_1074.jpg,108,96,1,74,49,83,68
DL4SBT4594_730_343.jpg,144,92,D,54,25,70,50
DL4SBT4594_730_343.jpg,144,92,L,67,23,81,49
DL4SBT4594_730_343.jpg,144,92,4,78,21,91,47
DL4SBT4594_730_343.jpg,144,92,S,90,20,105,47
DL4SBT4594_730_343.jpg,144,92,B,45,56,57,83
DL4SBT4594_730_343.jpg,144,92,T,57,55,70,81
DL4SBT4594_730_343.jpg,144,92,4,71,57,84,80
DL4SBT4594_730_343.jpg,144,92,5,84,53,94,80
DL4SBT4594_730_343.jpg,144,92,9,94,55,108,79
DL4SBT4594_730_343.jpg,144,92,4,107,55,119,76
DL4SCB6904_54_724.jpg,160,92,D,41,32,60,55
DL4SCB6904_54_724.jpg,160,92,L,58,31,71,53
DL4SCB6904_54_724.jpg,160,92,4,78,22,92,48
DL4SCB6904_54_724.jpg,160,92,S,92,21,106,47
DL4SCB6904_54_724.jpg,160,92,C,44,59,61,80
DL4SCB6904_54_724.jpg,160,92,B,58,57,70,77
DL4SCB6904_54_724.jpg,160,92,6,69,53,83,75
DL4SCB6904_54_724.jpg,160,92,9,82,52,94,71
DL4SCB6904_54_724.jpg,160,92,0,95,48,110,69
DL4SCB6904_54_724.jpg,160,92,4,108,43,124,66
DL4SCC9279_852_459.jpg,158,102,D,39,22,59,53
DL4SCC9279_852_459.jpg,158,102,L,59,27,77,54
DL4SCC9279_852_459.jpg,158,102,4,87,29,103,57
DL4SCC9279_852_459.jpg,158,102,S,100,29,118,55
DL4SCC9279_852_459.jpg,158,102,C,33,52,51,78
DL4SCC9279_852_459.jpg,158,102,C,48,53,69,80
DL4SCC9279_852_459.jpg,158,102,9,65,56,82,81
DL4SCC9279_852_459.jpg,158,102,2,84,56,98,83
DL4SCC9279_852_459.jpg,158,102,7,101,57,114,84
DL4SCC9279_852_459.jpg,158,102,9,116,58,131,86
DL4SCY3482_597_224.jpg,94,44,D,40,15,50,28
DL4SCY3482_597_224.jpg,94,44,L,49,14,58,26
DL4SCY3482_597_224.jpg,94,44,4,58,16,66,28
DL4SCY3482_597_224.jpg,94,44,S,65,15,73,26
DL4SCY3482_597_224.jpg,94,44,S,73,15,80,26
DL4SCY3482_597_224.jpg,94,44,Y,45,26,54,38
DL4SCY3482_597_224.jpg,94,44,9,54,28,61,38
DL4SCY3482_597_224.jpg,94,44,4,62,27,70,38
DL4SCY3482_597_224.jpg,94,44,8,68,26,76,38
DL4SCY3482_597_224.jpg,94,44,2,76,26,84,38
DL5SAA2142_1005_592.jpg,154,122,D,50,45,64,68
DL5SAA2142_1005_592.jpg,154,122,L,62,46,76,66
DL5SAA2142_1005_592.jpg,154,122,5,78,43,91,66
DL5SAA2142_1005_592.jpg,154,122,S,90,42,104,64
DL5SAA2142_1005_592.jpg,154,122,A,45,83,56,103
DL5SAA2142_1005_592.jpg,154,122,A,55,81,69,101
DL5SAA2142_1005_592.jpg,154,122,2,70,77,83,99
DL5SAA2142_1005_592.jpg,154,122,1,82,76,93,98
DL5SAA2142_1005_592.jpg,154,122,4,90,75,104,96
DL5SAA2142_1005_592.jpg,154,122,2,102,74,118,94
DL5SAA2142_1006_593.jpg,128,104,D,39,44,50,61
DL5SAA2142_1006_593.jpg,128,104,L,48,42,60,60
DL5SAA2142_1006_593.jpg,128,104,5,62,38,75,57
DL5SAA2142_1006_593.jpg,128,104,S,74,37,86,54
DL5SAA2142_1006_593.jpg,128,104,A,29,74,42,89
DL5SAA2142_1006_593.jpg,128,104,A,42,70,54,86
DL5SAA2142_1006_593.jpg,128,104,2,55,65,66,84
DL5SAA2142_1006_593.jpg,128,104,1,67,65,75,82
DL5SAA2142_1006_593.jpg,128,104,4,75,64,84,80
DL5SAA2142_1006_593.jpg,128,104,2,84,62,96,76
DL5SAA2142_776_388.jpg,136,114,D,41,29,56,54
DL5SAA2142_776_388.jpg,136,114,L,54,31,67,56
DL5SAA2142_776_388.jpg,136,114,5,72,30,83,56
DL5SAA2142_776_388.jpg,136,114,S,83,33,97,58
DL5SAA2142_776_388.jpg,136,114,A,30,65,43,89
DL5SAA2142_776_388.jpg,136,114,A,41,65,56,92
DL5SAA2142_776_388.jpg,136,114,2,57,67,71,92
DL5SAA2142_776_388.jpg,136,114,2,92,70,105,94
DL5SAA2142_776_388.jpg,136,114,1,70,71,81,93
DL5SAA2142_776_388.jpg,136,114,4,81,68,89,94
DL5SAH4115_582_212.jpg,74,66,4,26,18,36,36
DL5SAH4115_582_212.jpg,74,66,L,34,15,44,34
DL5SAH4115_582_212.jpg,74,66,S,42,12,51,33
DL5SAH4115_582_212.jpg,74,66,S,49,13,59,31
DL5SAH4115_582_212.jpg,74,66,A,17,41,26,56
DL5SAH4115_582_212.jpg,74,66,H,26,38,37,55
DL5SAH4115_582_212.jpg,74,66,4,36,35,45,56
DL5SAH4115_582_212.jpg,74,66,1,42,34,52,54
DL5SAH4115_582_212.jpg,74,66,1,50,35,58,51
DL5SAH4115_582_212.jpg,74,66,5,56,32,65,51
DL5SAK1278_973_565.jpg,106,106,D,8,28,24,55
DL5SAK1278_973_565.jpg,106,106,L,22,31,38,56
DL5SAK1278_973_565.jpg,106,106,5,37,30,49,55
DL5SAK1278_973_565.jpg,106,106,S,47,33,60,58
DL5SAK1278_973_565.jpg,106,106,A,59,35,76,60
DL5SAK1278_973_565.jpg,106,106,K,12,55,28,81
DL5SAK1278_973_565.jpg,106,106,1,26,57,37,82
DL5SAK1278_973_565.jpg,106,106,2,37,60,52,86
DL5SAK1278_973_565.jpg,106,106,7,51,60,66,86
DL5SAK1278_973_565.jpg,106,106,8,64,61,80,87
DL5SAM8728_42_713.jpg,134,112,D,32,25,49,56
DL5SAM8728_42_713.jpg,134,112,L,47,27,64,57
DL5SAM8728_42_713.jpg,134,112,5,62,28,79,58
DL5SAM8728_42_713.jpg,134,112,S,78,29,94,58
DL5SAM8728_42_713.jpg,134,112,A,19,57,37,86
DL5SAM8728_42_713.jpg,134,112,M,33,57,51,84
DL5SAM8728_42_713.jpg,134,112,8,49,59,66,87
DL5SAM8728_42_713.jpg,134,112,7,63,55,80,88
DL5SAM8728_42_713.jpg,134,112,2,78,59,96,90
DL5SAM8728_42_713.jpg,134,112,8,96,62,112,92
DL5SAM8728_874_479.jpg,130,120,D,37,48,52,71
DL5SAM8728_874_479.jpg,130,120,L,47,44,64,71
DL5SAM8728_874_479.jpg,130,120,5,61,42,78,66
DL5SAM8728_874_479.jpg,130,120,S,74,38,87,64
DL5SAM8728_874_479.jpg,130,120,A,29,81,45,101
DL5SAM8728_874_479.jpg,130,120,M,42,75,58,97
DL5SAM8728_874_479.jpg,130,120,8,54,73,68,94
DL5SAM8728_874_479.jpg,130,120,7,65,68,77,94
DL5SAM8728_874_479.jpg,130,120,2,77,65,95,91
DL5SAM8728_874_479.jpg,130,120,8,90,61,105,88
DL5SAS2232_669_290.jpg,128,116,D,44,36,62,66
